IRN,DISTRICT,COUNTY,FY95,FY96,FY97,FY98,FY99,FY00,FY01,FY02,FY03,FY04,FY05,FY06,FY07,FY08,FY09,FY10,FY11,FY12
046748,Big Walnut Local SD,Delaware,"4,463","5,170","4,964","5,166","5,950","6,093","6,660","7,364","7,485","7,536","8,245","8,654","9,284","9,615","9,675","9,396","9,261","9,341"
046755,Buckeye Valley Local SD,Delaware,"4,846","5,226","5,352","5,780","6,141","6,169","6,921","7,398","7,933","8,123","8,352","8,356","9,212","9,457","9,631","9,866","9,938","9,748"
046763,Olentangy Local SD,Delaware,0,"5,586","5,981","6,436","6,320","6,587","7,311","7,902","8,359","9,062","8,828","8,214","8,507","9,187","9,460","9,603","9,466","9,599"
046789,Berlin-Milan Local SD,Erie,"5,448","5,232","5,674","5,594","5,860","6,439","6,931","7,277","7,376","7,771","7,858","8,150","8,505","8,243","9,198","9,283","9,403","9,422"
046797,Kelleys Island Local SD,Erie,"14,635","27,139","16,583","15,476","15,657","17,609","16,875","21,699","23,040","25,811","32,830","40,672","48,033","43,039","55,616","57,181","83,691","113,524"
046805,Margaretta Local SD,Erie,"5,188","5,591","5,540","5,807","6,140","6,535","6,861","7,161","7,600","8,371","8,367","9,288","9,506","9,888","10,172","9,817","10,042","10,396"
046813,Perkins Local SD,Erie,"5,799","6,070","6,418","6,618","7,408","7,620","7,919","8,538","8,496","8,556","7,968","8,795","9,214","9,434","9,968","9,686","9,994","9,856"
046821,Vermilion Local SD,Erie,"5,891","6,008","6,123","6,181","6,835","7,366","7,174","8,083","7,898","8,383","8,937","9,129","9,285","10,674","9,889","9,929","9,825","10,211"
046847,Amanda-Clearcreek Local SD,Fairfield,"3,956","4,543","4,604","5,010","5,993","5,831","5,522","6,541","6,480","7,636","7,613","8,335","8,073","9,296","8,802","7,876","8,218","7,790"
046854,Berne Union Local SD,Fairfield,"4,797","4,864","5,149","5,318","5,380","5,761","5,996","6,703","6,799","7,465","7,396","7,221","8,014","8,215","8,665","9,232","9,413","9,826"
046862,Bloom Carroll Local SD,Fairfield,"4,527","4,483","4,421","4,728","5,265","5,838","6,607","7,152","7,695","7,980","7,767","7,535","7,753","8,188","8,334","8,283","8,752","8,669"
046870,Fairfield Union Local SD,Fairfield,"4,579","4,821","5,188","5,567","6,051","6,035","6,456","6,797","7,284","7,053","7,356","7,844","7,819","7,978","7,904","8,314","8,656","8,482"
046888,Liberty Union-Thurston Local,Fairfield,"4,770","5,169","5,498","5,816","5,989","6,596","7,265","7,320","7,609","7,954","7,757","7,589","8,222","8,332","8,787","8,675","8,622","8,961"
046896,Pickerington Local SD,Fairfield,"4,925","5,352","5,535","5,851","6,076","6,371","6,853","7,430","7,426","7,998","8,347","8,834","8,917","9,299","9,623","9,876","9,865","9,520"
046904,Walnut Township Local SD,Fairfield,"5,052","5,357","5,401","5,744","6,153","6,185","6,314","6,435","6,802","6,648","7,162","8,084","8,280","9,346","11,268","11,452","10,580","10,886"
046920,Miami Trace Local SD,Fayette,"7,525","5,067","5,546","5,762","5,579","6,304","6,986","7,522","7,794","7,787","7,828","8,392","8,961","9,187","9,749","9,503","9,467","9,399"
046946,Canal Winchester Local SD,Franklin,"5,697","5,248","5,426","5,868","6,366","6,958","7,291","7,330","8,369","8,558","8,316","8,569","9,142","9,083","8,839","9,604","10,508","9,781"
046953,Hamilton Local SD,Franklin,"4,493","5,119","5,725","6,259","5,927","6,773","6,877","7,332","7,669","7,621","7,433","7,997","7,976","7,694","8,660","8,945","8,143","8,504"
046961,Gahanna-Jefferson City SD,Franklin,"5,921","5,704","5,798","6,271","6,655","6,918","7,863","8,129","8,367","8,850","9,311","9,848","10,028","10,719","11,288","11,832","11,626","11,426"
046979,Groveport Madison Local SD,Franklin,0,"5,709","6,088","6,095","6,253","6,436","7,614","8,625","9,180","8,843","9,590","8,584","9,609","9,501","9,646","10,893","10,658","10,967"
046995,Plain Local SD,Franklin,"6,527","7,477","7,474","7,739","8,664","8,519","8,692","9,106","9,257","9,267","9,868","9,816","10,873","10,947","10,821","11,814","12,248","12,137"
047001,Reynoldsburg City SD,Franklin,"5,250","5,431","5,256","5,461","6,228","6,487","7,120","7,321","7,168","8,652","8,222","9,324","8,662","9,412","9,803","9,678","9,313","10,140"
047019,Hilliard City SD,Franklin,"5,006","4,944","5,527","6,070","6,369","6,932","7,583","8,366","8,666","8,759","9,381","9,806","10,234","10,968","10,697","11,475","11,399","11,335"
047027,Dublin City SD,Franklin,"5,557","6,481","7,834","7,690","6,592","7,886","8,511","9,911","9,447","9,511","10,548","11,539","11,444","11,731","12,127","12,881","13,014","12,709"
047043,Archbold-Area Local SD,Fulton,"4,829","5,143","5,361","5,396","6,203","6,682","6,784","7,799","7,907","8,386","8,818","9,800","8,840","9,076","8,689","9,001","9,222","9,310"
047050,Evergreen Local SD,Fulton,"5,010","5,337","5,744","5,564","6,412","6,839","7,447","7,950","7,920","7,896","8,242","8,436","9,225","9,832","9,749","10,324","9,797","10,254"
047068,Gorham Fayette Local SD,Fulton,"5,071","5,462","5,493","6,218","6,857","7,301","8,410","8,738","8,544","9,033","9,184","10,246","12,860","11,801","10,244","9,932","10,372","10,324"
047076,Pettisville Local SD,Fulton,"5,064","5,471","5,715","6,005","6,024","6,064","6,900","7,358","7,339","7,788","7,530","8,390","8,455","8,606","8,645","8,718","9,565","9,383"
047084,Pike-Delta-York Local SD,Fulton,"4,654","4,813","4,967","5,291","6,031","6,638","7,499","8,182","7,890","7,980","8,094","8,883","9,137","9,881","9,671","9,789","10,133","9,870"
047092,Swanton Local SD,Fulton,"4,772","4,973","5,411","5,785","5,975","6,347","7,141","7,408","7,658","6,833","7,077","8,135","8,572","9,561","9,617","10,144","9,924","9,799"
047167,Berkshire Local SD,Geauga,"5,385","5,691","5,925","6,133","6,088","6,633","7,186","8,039","7,856","7,679","8,072","7,343","8,096","8,926","9,047","10,063","10,008","10,608"
047175,Cardinal Local SD,Geauga,"5,252","6,113","6,338","6,225","6,736","7,877","7,993","8,860","9,740","9,713","9,341","9,144","8,590","9,376","9,411","10,135","9,259","10,597"
047183,Chardon Local SD,Geauga,"5,407","5,391","5,740","6,020","6,124","6,939","7,408","7,527","7,870","7,952","8,225","8,130","8,321","9,236","9,891","10,296","10,024","10,237"
047191,Kenston Local SD,Geauga,"6,350","6,503","6,060","6,411","7,130","7,428","7,987","8,351","8,726","9,484","9,801","9,910","10,569","10,939","10,916","11,378","11,294","11,377"
047209,Ledgemont Local SD,Geauga,"5,657","6,251","6,130","6,398","6,507","7,172","7,533","7,395","7,828","7,383","7,623","7,344","8,856","8,927","8,464","9,178","10,972","10,982"
047217,Newbury Local SD,Geauga,"6,257","6,927","7,535","7,614","7,501","8,916","7,964","8,913","8,918","8,950","8,632","9,343","9,909","10,834","11,221","11,529","12,199","13,679"
047225,West Geauga Local SD,Geauga,"6,279","6,440","7,165","6,916","6,487","7,553","7,494","8,307","7,760","8,726","9,189","9,009","9,848","10,447","11,164","11,282","11,490","11,813"
047241,Beavercreek City SD,Greene,"6,044","5,881","6,078","6,586","7,062","8,308","7,030","7,526","7,734","7,594","8,068","8,336","9,037","11,376","9,348","10,204","10,692","10,307"
047258,Cedar Cliff Local SD,Greene,"4,544","4,751","5,418","5,588","6,289","5,515","6,821","7,506","7,342","7,970","8,060","8,637","8,587","8,824","8,826","9,642","9,821","9,125"
047266,Greeneview Local SD,Greene,"4,078","4,331","4,646","4,869","6,038","5,929","6,908","6,532","7,277","7,092","7,219","7,081","7,533","8,020","7,854","8,232","8,444","8,226"
047274,Sugarcreek Local SD,Greene,"3,185","4,558","5,337","5,551","5,861","6,282","6,644","7,430","7,048","7,489","8,026","8,241","8,720","9,393","9,214","8,961","9,670","10,140"
047308,Rolling Hills Local SD,Guernsey,"4,433","4,752","5,118","5,298","5,833","6,424","6,824","6,845","7,112","7,271","7,290","7,406","7,849","8,150","8,438","8,957","8,788","9,452"
047332,Finneytown Local SD,Hamilton,"5,279","5,512","5,668","6,246","6,769","7,098","7,801","8,331","9,008","9,706","9,654","10,058","10,602","11,336","11,584","11,981","12,243","12,916"
047340,Forest Hills Local SD,Hamilton,"4,673","4,900","5,286","5,344","5,738","6,462","6,849","7,358","7,630","8,030","8,547","8,901","9,388","10,097","10,463","10,289","10,495","10,209"
047365,Northwest Local SD,Hamilton,"4,693","5,002","5,462","5,929","6,399","6,539","7,130","7,504","7,606","7,914","8,320","8,461","8,507","9,077","9,241","9,399","9,675","9,381"
047373,Oak Hills Local SD,Hamilton,"4,243","4,425","4,643","5,068","5,311","5,823","6,254","6,652","7,036","7,348","7,647","7,940","8,318","8,713","9,121","9,415","9,652","9,166"
047381,Southwest Local SD,Hamilton,"4,658","4,643","4,947","5,024","5,522","5,850","6,420","6,891","7,424","7,708","8,196","8,332","8,555","8,816","9,560","9,608","10,248","9,695"
047399,Three Rivers Local SD,Hamilton,"5,400","5,569","5,338","5,689","6,440","6,793","7,540","7,916","8,309","8,942","9,122","9,945","10,237","9,908","10,583","11,919","11,771","10,901"
047415,Arcadia Local SD,Hancock,"5,466","5,091","5,178","5,658","6,108","6,228","6,729","7,241","7,600","7,479","7,430","7,389","8,822","9,245","9,895","9,533","9,457","9,385"
047423,Arlington Local SD,Hancock,"4,437","4,556","5,260","5,359","5,755","5,930","6,255","7,036","7,282","7,522","8,372","8,627","8,373","8,959","9,877","10,645","10,271","10,106"
047431,Cory-Rawson Local SD,Hancock,"5,636","5,276","5,614","5,875","6,326","6,622","6,960","7,622","8,173","7,725","8,348","8,879","9,259","10,306","11,525","10,791","10,368","10,910"
047449,Liberty Benton Local SD,Hancock,"4,436","5,295","5,271","5,510","5,768","5,479","5,538","6,381","6,553","6,999","7,221","7,616","8,231","8,961","9,391","8,867","8,781","9,017"
047456,McComb Local SD,Hancock,"4,680","4,937","5,404","5,431","6,015","6,228","6,560","7,299","7,360","7,185","8,250","8,606","9,322","9,468","9,052","9,724","9,983","10,174"
047464,Van Buren Local SD,Hancock,"5,016","5,452","5,681","6,221","6,286","6,580","6,742","6,976","6,972","7,582","7,907","8,053","8,331","8,421","8,590","9,606","10,038","10,202"
047472,Vanlue Local SD,Hancock,"4,603","4,904","5,780","6,107","6,144","7,204","7,379","7,922","8,725","8,438","8,341","8,749","9,663","10,255","9,692","11,865","11,152","11,130"
047498,Hardin Northern Local SD,Hardin,"4,791","4,805","5,002","5,974","7,034","6,954","6,986","6,877","7,191","7,294","7,852","8,614","7,643","8,222","8,989","8,830","9,101","9,080"
047506,Ridgemont Local SD,Hardin,"5,106","5,284","5,345","5,757","6,444","6,276","6,706","7,029","6,989","7,441","7,255","7,780","7,922","8,225","8,813","8,757","8,690","9,983"
047514,Riverdale Local SD,Hardin,"4,391","4,618","5,189","5,481","5,638","5,783","6,478","6,867","7,316","7,614","7,878","8,951","9,297","9,307","10,014","9,527","9,634",
047522,Upper Scioto Valley Local SD,Hardin,"4,886","4,858","5,158","5,331","6,464","6,039","6,760","7,434","7,934","7,988","7,418","7,754","7,037","7,190","8,410","12,091","12,465","10,572"
047548,Conotton Valley Union Local,Harrison,"5,149","5,269","5,313","5,786","6,564","6,607","7,437","7,219","7,997","8,462","8,588","8,986","8,972","9,408","10,028","10,017","10,158","10,336"
047571,Holgate Local SD,Henry,"4,696","4,866","5,108","5,439","6,648","7,019","7,235","7,942","7,661","7,970","7,936","8,763","8,973","8,871","9,110","9,414","10,047","10,034"
047589,Liberty Center Local SD,Henry,"4,464","4,330","4,858","5,053","5,910","6,134","6,213","6,411","6,867","7,051","7,920","8,353","8,171","8,416","8,725","9,003","9,144","10,244"
047597,Patrick Henry Local SD,Henry,"4,657","4,483","5,201","6,018","6,486","7,361","7,722","8,154","7,967","9,381","10,999","8,901","8,884","9,505","9,830","10,599","10,253","10,205"
047613,Bright Local SD,Highland,"4,208","4,382","4,511","4,953","5,377","6,295","7,366","7,025","7,167","6,837","7,911","8,490","9,106","9,136","9,707","10,355","10,339","10,157"
047621,Fairfield Local SD,Highland,"4,089","4,289","4,699","5,044","5,644","5,843","6,459","6,887","7,282","6,983","7,898","8,217","8,487","7,860","8,045","7,493","8,050","8,461"
047639,Lynchburg-Clay Local SD,Highland,"3,994","4,063","4,514","4,567","4,933","5,108","6,184","6,593","6,785","6,565","6,693","7,367","7,626","7,688","8,224","8,626","8,992","8,987"
047688,East Holmes Local SD,Holmes,"4,242","4,769","5,576","6,239","5,830","6,391","7,474","7,182","7,525","7,671","8,680","8,435","8,506","8,861","9,379","9,451","9,554","9,633"
047696,West Holmes Local SD,Holmes,"4,044","4,050","4,771","4,961","4,929","5,152","5,840","6,433","6,696","7,318","7,817","7,846","8,158","8,217","8,433","8,584","9,029","9,680"
047712,Monroeville Local SD,Huron,"4,680","4,718","5,004","4,779","5,164","5,988","6,657","7,229","6,623","6,863","7,730","8,446","8,723","8,580","9,195","9,312","9,351","9,400"
047720,New London Local SD,Huron,"4,472","5,145","5,164","5,593","6,094","6,843","6,694","7,503","7,750","7,433","7,455","7,311","7,626","7,741","8,233","8,062","8,963","9,356"
047738,South Central Local SD,Huron,"4,819","5,433","5,118","5,899","6,369","6,461","6,586","7,061","7,195","7,942","7,816","7,705","8,277","8,380","9,681","9,739","9,703","9,954"
047746,Western Reserve Local SD,Huron,"4,808","4,815","5,361","5,286","5,710","6,517","7,507","7,699","9,281","8,997","8,814","9,127","9,091","8,939","8,788","8,806","8,497","8,801"
047761,Oak Hill Union Local SD,Jackson,"4,570","4,400","5,066","5,498",--,"6,105","6,354","6,845","6,832","6,878","6,852","7,328","7,936","7,955","8,286","8,615","9,096","8,736"
047787,Buckeye Local SD,Jefferson,"4,619","5,703","6,050","6,325","5,715","6,085","6,686","6,916","7,214","7,514","7,532","8,427","8,463","9,090","9,199","10,054","10,085","9,932"
047795,Edison Local SD,Jefferson,"5,736","5,737","5,577","5,926","6,360","6,460","6,338","6,941","7,249","7,546","8,172","7,980","8,926","8,173","8,858","9,581","9,536","9,432"
047803,Indian Creek Local SD,Jefferson,"5,078","5,320","5,531","6,090","6,755","6,918","8,003","7,207","6,785","7,036","7,372","7,377","7,868","8,212","8,400","8,540","8,454","8,502"
047829,Centerburg Local SD,Knox,"4,279","4,662","5,289","4,746","5,921","5,812","6,466","6,475","7,034","7,650","7,164","7,897","7,861","8,097","8,579","8,681","9,150","8,831"
047837,Danville Local SD,Knox,"4,962","4,904","5,416","5,479","5,602","6,261","7,153","7,597","7,865","7,809","7,415","7,343","7,973","9,189","9,270","9,611","9,755","9,306"
047845,East Knox Local SD,Knox,"4,617","4,627","5,069","4,993","5,269","5,575","6,005","6,165","6,320","6,493","7,089","7,919","9,016","9,002","8,421","8,876","8,676","9,089"
047852,Fredericktown Local SD,Knox,"4,836","4,639","4,870","5,418","5,800","6,719","6,895","7,229","7,566","8,006","7,892","8,322","8,725","8,502","9,262","8,831","8,901","11,037"
047878,Kirtland Local SD,Lake,"9,682","8,035","8,945","8,235","8,155","8,704","9,058","9,973","9,231","9,894","9,653","10,347","10,594","11,014","11,312","11,935","12,306","12,061"
047886,Madison Local SD,Lake,"5,345","5,303","5,682","5,875","6,670","6,486","6,884","7,117","7,626","7,743","8,060","8,017","8,158","8,076","9,099","9,297","9,161","9,142"
047894,Painsville Township Local SD,Lake,"7,706","6,039","6,200","6,501","6,926","7,189","7,364","8,062","8,279","8,156","8,058","8,123","8,510","9,442","9,419","9,675","9,247","8,895"
047902,Perry Local SD,Lake,"10,289","9,928","10,125","11,228","12,160","13,692","14,374","15,160","14,009","14,275","14,436","14,652","14,930","14,441","13,021","13,278","13,350","13,646"
047928,Dawson-Bryant Local SD,Lawrence,"4,967","5,413","5,745","5,665","6,124","6,601","6,486","6,788","7,015","7,682","8,188","9,187","9,896","10,654","9,988","9,298","9,913","10,014"
047936,Fairland Local SD,Lawrence,"3,823","4,087","4,594","4,691","4,914","5,219","5,746","6,138","6,383","6,709","6,996","7,575","7,765","8,335","8,581","8,219","8,273","8,210"
047944,Rock Hill Local SD,Lawrence,"4,523","4,999","5,093","4,968","5,238","5,667","6,410","6,500","7,558","9,049","9,274","9,488","10,311","11,427","11,938","12,405","13,121","11,883"
047951,South Point Local SD,Lawrence,"4,285","4,665","5,193","5,458","6,262","6,080","5,947","6,784","7,055","7,340","7,238","7,888","8,618","9,144","8,590","8,907","8,477","8,294"
047969,Symmes Valley Local SD,Lawrence,"4,770","4,913","5,235","5,087","5,275","5,978","6,625","6,987","7,758","7,832","8,792","8,671","10,334","10,887","10,746","11,364","11,138","10,931"
047985,Johnstown-Monroe Local SD,Licking,"4,408","4,524","4,518","4,478","5,174","5,901","6,153","6,513","6,752","6,377","6,843","7,626","7,707","7,594","8,026","7,298","7,726","8,027"
047993,Lakewood Local SD,Licking,"4,867","4,850","5,170","5,418","5,757","6,451","6,330","6,683","7,507","7,618","7,866","8,202","8,548","9,154","8,995","9,723","9,754","9,561"
048009,Licking Heights Local SD,Licking,"5,172","5,558","5,840","6,046","6,094","6,104","6,101","6,832","6,902","7,099","7,450","8,515","8,201","8,476","8,128","8,620","8,713","8,408"
048017,Licking Valley Local SD,Licking,"3,545","4,133","4,896","5,095","5,431","5,697","6,537","7,234","7,253","7,374","7,524","7,599","7,806","7,767","8,103","8,165","8,614","9,053"
048025,North Fork Local SD,Licking,"4,231","4,457","4,552","5,127","5,331","5,649","5,906","6,492","6,510","6,801","7,099","7,562","7,637","7,752","8,526","9,021","8,918","8,838"
048033,Northridge Local SD,Licking,"5,074","5,478","5,369","5,547","6,101","6,873","6,466","6,524","7,329","7,542","7,820","8,526","8,127","8,107","7,869","8,553","8,844","8,860"
048041,Southwest Licking Local SD,Licking,"4,574","4,806","5,223","5,486","6,093","6,349","6,696","7,327","7,842","8,101","7,335","8,276","8,199","8,960","8,690","9,459","9,383","9,282"
048074,Benjamin Logan Local SD,Logan,"4,746","4,967","5,047","5,295","5,310","5,847","5,505","6,128","6,771","7,094","7,917","8,160","8,327","8,698","9,026","9,536","9,830","10,066"
048082,Indian Lake Local SD,Logan,"4,730","5,149","5,435","6,507","5,233","6,028","6,631","6,907","7,418","7,626","7,818","8,207","8,615","9,065","9,515","9,957","9,757","9,417"
048090,Riverside Local SD,Logan,"4,197","4,517","5,076","5,276","6,221","6,562","6,907","6,286","7,523","7,768","7,969","8,505","8,878","9,789","9,256","9,574","9,821","10,247"
048116,Avon Local SD,Lorain,"5,363","5,174","5,455","5,403","5,449","6,393","6,582","7,094","6,501","7,366","7,264","7,465","7,702","7,974","8,001","7,707","7,181","7,274"
048124,Avon Lake City SD,Lorain,"5,556","6,037","5,763","6,659","6,746","8,266","7,735","8,299","8,406","9,397","9,799","9,571","9,686","10,047","10,334","10,564","10,904","10,859"
048132,Clearview Local SD,Lorain,"4,998","5,228","5,542","5,582","5,860","7,727","7,316","8,339","8,015","8,645","8,704","8,996","7,829","8,248","7,956","8,511","8,415","9,451"
048140,Columbia Local SD,Lorain,"4,953","5,189","5,485","5,728","6,001","6,490","6,716","7,318","7,157","7,386","7,830","8,181","8,556","9,506","10,055","10,100","10,517","11,085"
048157,Firelands Local SD,Lorain,"4,281","4,549","4,453","4,867","6,243","6,259","6,598","6,814","7,026","6,808","7,202","7,462","7,988","8,789","9,043","9,166","9,761","8,970"
048165,Keystone Local SD,Lorain,"4,583","4,806","5,006","5,252","5,393","6,030","5,860","6,192","6,875","6,914","7,044","6,964","7,138","7,198","7,509","8,279","8,834","8,659"
048173,Midview Local SD,Lorain,"4,478","4,835","4,852","5,128","4,998","6,409","6,099","6,479","7,117","6,680","7,052","7,689","7,396","7,268","7,369","7,378","7,888","8,279"
048207,Anthony Wayne Local SD,Lucas,"5,385","5,624","5,905","6,426","6,548","6,934","7,562","7,412","7,227","7,426","7,923","8,169","8,292","7,989","7,523","7,786","8,259","8,960"
048215,Ottawa Hills Local SD,Lucas,"7,351","8,002","8,463","8,973","10,001","8,831","9,521","10,020","9,796","10,650","11,504","11,639","13,343","13,510","14,323","14,530","14,266","13,501"
048223,Springfield Local SD,Lucas,"5,355","5,783","6,514","6,303","7,041","7,471","7,914","8,610","8,445","8,547","8,977","8,912","8,991","9,509","9,752","9,620","9,320","9,118"
048231,Washington Local SD,Lucas,"5,767","5,958","6,266","6,817","7,302","7,795","7,762","8,813","9,104","8,982","9,682","9,993","10,319","10,993","11,316","11,623","11,584","11,225"
048256,Jefferson Local SD,Madison,"3,941","4,336","4,955","5,335","6,920","6,029","6,693","6,707","6,854","7,344","7,632","7,517","8,216","8,464","9,278","9,231","9,651","9,344"
048264,Jonathan Alder Local SD,Madison,"4,308","4,579","4,684","4,879","5,537","5,311","5,925","6,374","6,558","6,529","6,579","7,652","7,511","8,089","7,402","8,212","8,360","8,429"
048272,Madison-Plains Local SD,Madison,"4,321","4,499","4,802","5,189","5,429","5,791","6,357","6,612","6,843","7,721","7,279","7,937","8,073","8,871","9,141","10,048","10,103","10,658"
048298,Austintown Local SD,Mahoning,"5,008","5,384","5,426","6,130","6,336","6,818","7,163","7,782","8,071","8,076","8,316","8,368","8,503","8,575","8,349","8,263","8,240","7,802"
048306,Boardman Local SD,Mahoning,"5,372","5,627","5,619","6,184","6,646","7,020","7,367","7,668","7,634","7,899","8,226","8,406","8,529","8,861","8,532","8,740","8,662","8,135"
048314,Canfield Local SD,Mahoning,"4,739","4,986","5,288","5,336","5,720","6,315","6,475","7,041","6,818","7,099","7,397","7,878","7,878","8,105","8,307","8,747","8,905","8,764"
048322,Jackson-Milton Local SD,Mahoning,"5,471","5,618","5,849","5,907","6,312","6,975","7,407","8,140","8,379","8,377","8,676","8,584","8,965","9,361","8,555","9,485","9,536","9,152"
048330,Lowellville Local SD,Mahoning,0,"4,793","4,844","4,957","5,286","5,876","6,706","6,536","6,342","6,410","6,705","6,392","7,110","7,336","7,108","7,660","8,062","8,363"
048348,Poland Local SD,Mahoning,"4,573","4,738","4,965","5,300","5,563","6,165","6,550","6,962","6,869","6,831","7,322","8,157","8,127","8,401","8,304","8,874","9,325","8,633"
048355,Sebring Local SD,Mahoning,"5,226","5,238","5,545","6,055","6,174","6,965","7,438","7,943","7,992","8,212","8,369","8,284","8,305","8,879","9,388","9,484","10,215","9,834"
048363,South Range Local SD,Mahoning,0,"4,830","5,143","5,597","5,907","5,956","6,451","7,136","7,229","7,154","7,601","7,926","9,478","8,594","8,955","9,140","9,964","9,180"
048371,Springfield Local SD,Mahoning,"4,961","5,025","5,345","5,488","5,387","5,925","6,709","7,088","7,604","7,519","7,396","7,615","7,729","8,174","8,203","8,584","9,132","9,122"
048389,West Branch Local SD,Mahoning,"5,025","5,233","5,279","5,622","5,907","5,779","6,501","6,615","6,733","7,337","7,537","7,421","7,664","7,686","7,466","7,774","8,625","9,014"
048397,Western Reserve Local SD,Mahoning,"4,523","5,039","4,894","5,596","5,656","6,111","6,324","6,737","6,952","7,288","7,391","7,416","7,506","7,831","8,194","8,741","9,023","9,491"
048413,Elgin Local SD,Marion,"4,482","4,799","4,464","4,888","5,219","5,606","6,206","6,259","6,791","7,720","7,837","7,796","8,733","8,934","8,745","8,919","9,596","9,616"
048421,Pleasant Local SD,Marion,"4,666","4,498","4,556","4,938","5,165","5,440","5,444","5,748","5,856","6,260","6,627","6,584","6,947","7,744","7,903","8,229","8,154","8,148"
048439,Ridgedale Local SD,Marion,"4,464","4,689","4,999","5,379","11,898","12,765","6,932","7,700","7,529","8,007","7,379","7,236","7,728","8,426","8,705","9,111","9,058","9,039"
048447,River Valley Local SD,Marion,"4,916","5,019","5,343","5,635","6,196","6,683","7,004","7,356","7,228","6,718","7,319","7,355","7,628","7,562","7,799","7,755","7,459","7,246"
048462,Black River Local SD,Medina,"5,332","4,253","5,932","5,730","5,982","5,996","6,200","6,311","6,858","7,742","7,932","8,096","8,080","9,035","9,379","9,527","8,714","9,126"
048470,Buckeye Local SD,Medina,"4,964","5,347","5,558","5,753","5,913","6,879","7,393","8,199","8,255","8,703","8,347","7,742","8,200","8,454","9,246","8,953","8,627","8,406"
048488,Cloverleaf Local SD,Medina,"4,499","4,201","4,952","5,277","5,700","6,249","6,370","7,088","7,073","7,000","7,228","7,486","7,905","8,990","9,163","9,816","9,959","9,865"
048496,Highland Local SD,Medina,"5,508","5,533","5,917","6,185","6,174","6,940","6,588","6,971","7,154","7,315","8,122","7,907","7,834","7,779","8,523","8,681","8,449","8,336"
048512,Eastern Local SD,Meigs,"4,761","4,598","5,073","4,911","5,764","5,880","6,274","7,003","7,356","7,446","7,792","8,205","8,020","8,015","8,624","8,670","9,111","5,573"
048520,Meigs Local SD,Meigs,"4,571","4,914","5,351","5,411","6,017","6,644","7,470","7,669","8,337","8,746","9,114","9,630","9,639","10,796","10,202","10,702","11,088","11,648"
048538,Southern Local SD,Meigs,"5,500","5,033","5,137","5,498","6,227","6,850","7,283","7,766","8,551","8,180","8,310","8,580","8,576","9,001","9,921","11,425","11,043","11,042"
048553,Marion Local SD,Mercer,"4,461","4,643","4,872","5,231","5,272","5,866","6,368","6,854","7,139","7,116","7,435","7,815","8,328","8,371","8,652","9,022","9,143","9,494"
048579,Parkway Local SD,Mercer,"4,653","4,929","5,018","5,594","6,254","6,306","6,848","7,566","7,677","7,656","7,462","7,652","8,474","9,189","9,540","9,991","10,141","10,196"
048587,St Henry Consolidated Local,Mercer,"4,282","4,597","5,094","5,350","5,417","5,754","6,256","6,715","6,814","6,970","6,412","7,356","7,626","8,436","9,216","9,752","9,892","9,667"
048595,Fort Recovery Local SD,Mercer,"4,717","5,006","5,338","5,765","6,522","6,328","7,407","7,200","7,082","7,387","7,934","7,884","8,425","9,033","9,745","9,456","9,421","10,212"
048611,Bethel Local SD,Miami,"4,527","4,750","5,316","5,467","6,239","5,799","6,150","6,357","6,453","6,467","6,891","7,398","7,934","8,536","8,920","9,088","9,265","8,826"
048629,Miami East Local SD,Miami,"4,605","4,702","4,690","5,441","5,595","5,782","6,432","6,825","6,860","7,078","7,619","7,519","7,843","8,733","9,126","9,169","9,457","9,835"
048637,Newton Local SD,Miami,"4,216","4,586","5,167","5,602","6,073","6,257","6,873","7,302","6,717","7,165","7,690","8,538","9,025","8,662","8,487","9,040","9,829","9,365"
048652,Switzerland Of Ohio Local SD,Monroe,"5,447","5,630","6,188","6,081","6,192","6,620","6,996","7,495","8,009","8,329","8,898","9,233","9,077","9,157","9,612","10,557","1,548","3,465"
048678,Brookville Local SD,Montgomery,"4,804","4,884","5,422","6,125","6,044","6,443","6,475","6,910","7,088","7,405","8,097","8,579","8,274","8,109","8,351","8,752","9,380","9,383"
048686,Jefferson Township Local SD,Montgomery,"7,252","7,796","7,425","8,255","8,094","10,135","11,226","10,992","10,481","9,887","10,764","10,793","13,123","13,948","13,596","13,705","14,780","14,569"
048694,Trotwood-Madison City SD,Montgomery,"5,020","5,148","5,372","6,126","6,772","8,130","7,958","7,781","8,465","9,221","10,136","10,077","11,411","10,849","10,823","11,587","11,305","11,156"
048702,Mad River Local SD,Montgomery,"5,650","5,631","5,912","5,919","6,213","6,598","7,127","7,966","8,018","8,752","8,971","9,603","9,376","10,280","10,132","10,989","11,846","11,074"
048710,New Lebanon Local SD,Montgomery,"4,550","4,404","4,527","5,137","6,294","6,415","6,694","7,745","7,417","7,419","7,289","7,756","8,266","8,426","8,771","9,716","9,877","10,068"
048728,Northmont City SD,Montgomery,"4,875","5,121","5,453","5,629","5,666","6,178","6,661","7,100","7,375","7,406","7,847","8,404","8,718","8,992","9,862","9,850","10,008","9,847"
048736,Northridge Local SD,Montgomery,"5,938","6,458","6,844","7,367","7,710","8,509","9,300","10,071","10,004","10,630","10,891","11,247","12,254","12,105","11,428","11,493","12,433","11,443"
